AtcoCode	CrsRef	Latitude	Longitude	StationName	StopType	TiplocRef	StationName2	NodeID
9400ZZTYKKH		54.8434254995	-2.4769612362	Kirkhaugh (South Tynedaleway)	MET		Kirkhaugh (South Tynedale Railway)	
9100KRKH	KKH	55.8139134574	-4.1671046669	Kirkhill	RLY	KRKH	Kirkhill Rail Station	
9100KRKNWTN	KKN	55.888690874	-3.4325115884	Kirknewton	RLY	KRKNWTN	Kirknewton Rail Station	
9100KRKSLFR	KLF	53.8237197044	-1.6224792693	Kirkstall Forge	RLY	KRKSLFR	Kirkstall Forge Rail Station	
9100KRKWOOD	KWD	55.8541884834	-4.0483982558	Kirkwood	RLY	KRKWOOD	Kirkwood Rail Station	
9100KRTNLND	KTL	53.4848399314	-0.593913356	Kirton Lindsey	RLY	KRTNLND	Kirton Lindsey Rail Station	
9100KVTNBDG	KIV	53.3409578854	-1.2671793585	Kiveton Bridge	RLY	KVTNBDG	Kiveton Bridge Rail Station	
9100KVTNPK	KVP	53.3367149921	-1.2398445013	Kiveton Park	RLY	KVTNPK	Kiveton Park Rail Station	
9100KNRSBGH	KNA	54.0090237654	-1.4704161586	Knaresborough	RLY	KNRSBGH	Knaresborough Rail Station	
9100KNEBWTH	KBW	51.8668548371	-0.1872887121	Knebworth	RLY	KNEBWTH	Knebworth Rail Station	
9100KNIGHTN	KNI	52.3450726161	-3.0421957017	Knighton	RLY	KNIGHTN	Knighton Rail Station	
9400ZZLUKNB		51.5016686188	-0.1605077494	Knightsbridge Underground	MET		Knightsbridge Underground Station	
9100KNCKHLT	KCK	51.3457895473	0.1308471443	Knockholt	RLY	KNCKHLT	Knockholt Rail Station	
9100KNTNGLY	KNO	53.7065373158	-1.2591781467	Knottingley	RLY	KNTNGLY	Knottingley Rail Station	
		53.7064218	-1.250164	Knottingley Signal FE6423	TPL	KNTN423	Knottingley Signal FE6423	2137486914
9100KNUCKLS	KNU	52.3598614787	-3.0968774188	Knucklas	RLY	KNUCKLS	Knucklas Rail Station	
9100KNUTSFD	KNF	53.3017905448	-2.371790607	Knutsford	RLY	KNUTSFD	Knutsford Rail Station	
9100KYLELSH	KYL	57.2797722739	-5.7138126502	Kyle of Lochalsh	RLY	KYLELSH	Kyle of Lochalsh Rail Station	
9400ZZNOLCM		52.9530991908	-1.1453849385	Lace Market Tram Stop	MET		Lace Market Tram Stop	
9400ZZLULAD		51.5174487725	-0.2103905984	Ladbroke Grove Underground	MET		Ladbroke Grove Underground Station	
9100LADYBNK	LDY	56.2737815236	-3.1222751551	Ladybank	RLY	LADYBNK	Ladybank Rail Station	
9100LDYW	LAD	51.4562443245	-0.0190406105	Ladywell	RLY	LDYW	Ladywell Rail Station	
9400ZZMALDY		53.4839370013	-2.3285204988	Ladywell (Manchester Metrolink)	MET		Ladywell (Manchester Metrolink)	
9100LAINDON	LAI	51.5675235882	0.4242890196	Laindon	RLY	LAINDON	Laindon Rail Station	
9100LAIRG	LRG	58.0018292789	-4.3998888143	Lairg	RLY	LAIRG	Lairg Rail Station	
9100LAKEIOW	LKE	50.6464769061	-1.1663484706	Lake (Isle of Wight)	RLY	LAKEIOW	Lake (Isle of Wight) Rail Station	
9100LAKNHTH	LAK	52.4474007174	0.5351977284	Lakenheath	RLY	LAKNHTH	Lakenheath Rail Station	
9400ZZLHLKS		54.2783868524	-2.9556823621	Lakeside (Lakeside & Haverthwaite Rly)	MET		Lakeside (Lakeside & Haverthwaite Rly)	
9400ZZLULBN		51.4988075399	-0.112314647	Lambeth North Underground	MET		Lambeth North Underground Station	
9100LAMPHEY	LAM	51.6671865441	-4.8732563102	Lamphey	RLY	LAMPHEY	Lamphey Rail Station	
9100LANARK	LNK	55.6736073915	-3.7732902208	Lanark	RLY	LANARK	Lanark Rail Station	
9100LANCSTR	LAN	54.048729964	-2.8074575998	Lancaster	RLY	LANCSTR	Lancaster Rail Station	
9400ZZLULGT		51.5117225046	-0.1754942814	Lancaster Gate Underground	MET		Lancaster Gate Underground Station	
9100LNCG	LAC	50.8270832769	-0.3231091872	Lancing	RLY	LNCG	Lancing Rail Station	
9100LNDYW	LAW	52.6565401359	-2.0207276841	Landywood	RLY	LNDYW	Landywood Rail Station	
9100LGBK	LGB	55.9245195235	-4.5852745192	Langbank	RLY	LGBK	Langbank Rail Station	
9400ZZDLLDP		51.515171634	-0.014150076	Langdon Park DLR	MET		Langdon Park DLR Station	
9100LGHO	LHO	53.8048318007	-2.4486590055	Langho	RLY	LGHO	Langho Rail Station	
9100LANGLEY	LNY	51.5080622946	-0.541756088	Langley (Berks)	RLY	LANGLEY	Langley (Berks) Rail Station	
9100LGRN	LGG	52.493871234	-2.0049640419	Langley Green	RLY	LGRN	Langley Green Rail Station	
9100LGML	LGM	53.01806031	-1.33124437	Langley Mill	RLY	LGML	Langley Mill Rail Station	
9400ZZSYLPH		53.3957594917	-1.4893499961	Langsett-Primrose View (Sheffield Supertram)	MET		Langsett-Primrose View (Sheffield Supertram)	
9100LNSD	LGS	55.8211329767	-4.2773400558	Langside	RLY	LNSD	Langside Rail Station	
9100LWBY	LGW	54.6943574294	-2.6636836919	Langwathby	RLY	LWBY	Langwathby Rail Station	
9100LGWITH	LAG	53.2323790247	-1.2092587346	Langwith-Whaley Thorns	RLY	LGWITH	Langwith-Whaley Thorns Rail Station	
9400ZZMALWY		53.4806685707	-2.2963092779	Langworthy (Manchester Metrolink)	MET		Langworthy (Manchester Metrolink)	
9100LAPFORD	LAP	50.8570025657	-3.8106388224	Lapford	RLY	LAPFORD	Lapford Rail Station	
9100LAPWRTH	LPW	52.3422509947	-1.7256912224	Lapworth	RLY	LAPWRTH	Lapworth Rail Station	
9100LARBERT	LBT	56.0227041013	-3.8305806773	Larbert	RLY	LARBERT	Larbert Rail Station	
9100LARGS	LAR	55.7927432381	-4.867197502	Largs	RLY	LARGS	Largs Rail Station	
9100LARKHAL	LRH	55.7385953225	-3.9755116431	Larkhall	RLY	LARKHAL	Larkhall Rail Station	
9400ZZLULRD		51.513389087	-0.2177989142	Latimer Road Underground	MET		Latimer Road Underground Station	
9400ZZBPLDE		53.8736073014	-3.0430244731	Lauderdale Avenue (closed) (Blackpool Tramway)	MET		Lauderdale Avenue (closed) (Blackpool Tramway)	
9100LRNCKRK	LAU	56.8363468701	-2.4659255633	Laurencekirk	RLY	LRNCKRK	Laurencekirk Rail Station	
9400ZZGRLAV		52.0211497255	-1.9042241107	Laverton (Gloucs Warwicksway)	MET		Laverton (Gloucs Warwicks Railway)	
9100LAWRNCH	LWH	51.4580112662	-2.5644296938	Lawrence Hill	RLY	LAWRNCH	Lawrence Hill Rail Station	
9100LAYTON	LAY	53.8352678985	-3.0299904592	Layton (Lancs)	RLY	LAYTON	Layton (Lancs) Rail Station	
9100LAZKRKO	LZB	54.7504367225	-2.703208614	Lazonby & Kirkoswald	RLY	LAZKRKO	Lazonby & Kirkoswald Rail Station	
9100LEABDGE	LEB	51.5665478013	-0.0366725271	Lea Bridge	RLY	LEABDGE	Lea Bridge Rail Station	
9100LEGR	LEG	53.4268095473	-2.7249774959	Lea Green	RLY	LEGR	Lea Green Rail Station	
9100LEAHALL	LEH	52.4806428957	-1.7860118087	Lea Hall	RLY	LEAHALL	Lea Hall Rail Station	
9400ZZLWLEA		55.4113063388	-3.7608867531	Leadhills (Leadhillsand Wanlockheadway)	MET		Leadhills (Leadhillsand Wanlockhead Railway)	
9100LEAGRVE	LEA	51.9051589926	-0.4585025732	Leagrave	RLY	LEAGRVE	Leagrave Rail Station	
9100LEALHLM	LHM	54.460591846	-0.825715251	Lealholm	RLY	LEALHLM	Lealholm Rail Station	
9100LMNGTNS	LMS	52.2844903882	-1.5362099942	Leamington Spa	RLY	LMNGTNS	Leamington Spa Rail Station	
9100LEASOWE	LSW	53.4080457544	-3.099593702	Leasowe	RLY	LEASOWE	Leasowe Rail Station	
9100LETHRHD	LHD	51.2988178163	-0.3332318989	Leatherhead	RLY	LETHRHD	Leatherhead Rail Station	
9400ZZCRLEB		51.3752010365	-0.0850022855	Lebanon Road Tram Stop	MET		Lebanon Road Tram Stop	
9100LDBURY	LED	52.0452501682	-2.4258602986	Ledbury	RLY	LDBURY	Ledbury Rail Station	
9100LEEE	LEE	51.4497548104	0.0134928748	Lee	RLY	LEEE	Lee Rail Station	
9100LEEDS	LDS	53.795626565	-1.5480255067	Leeds	RLY	LEEDS	Leeds Rail Station	
		53.7927927	-1.5635878	Leeds Sig L3606	TPL	LEED606	Leeds Sig L3606	1305272208
		53.7925798746	-1.5557392647	Leeds Signal L3643	TP4	LEED643	Leeds Signal L3643	
9400ZZWDLEE		54.3054099526	-1.5610881952	Leeming Bar (Wensleydaleway)	MET		Leeming Bar (Wensleydale Railway)	
9100LESTER	LEI	52.6314251503	-1.1252754493	Leicester	RLY	LESTER	Leicester Rail Station	
9400ZZGCLCN		52.6671306452	-1.1334796246	Leicester North (Great Centralway)	MET		Leicester North (Great Central Railway)	
9400ZZLULSQ		51.5113855295	-0.1284256103	Leicester Square Underground	MET		Leicester Square Underground Station	
9100LEIGHK	LIH	51.1939008673	0.2104950117	Leigh (Kent)	RLY	LEIGHK	Leigh (Kent) Rail Station	
9400ZZLUBBN	ZZLUBBN	51.1959431417	0.2118809777	Leigh (Kent)-Fleurde Lis PH	BCQ	LEIGBUS	Leigh (Kent)-Fleurde Lis PH	
9100LHONSEA	LES	51.5412732458	0.640411386	Leigh-on-Sea	RLY	LHONSEA	Leigh-on-Sea Rail Station	
9100LTNBZRD	LBZ	51.9163057679	-0.6770072901	Leighton Buzzard	RLY	LTNBZRD	Leighton Buzzard Rail Station	
9100LELANT	LEL	50.184124358	-5.4365466731	Lelant	RLY	LELANT	Lelant Rail Station	
9100LELANTS	LTS	50.1787766449	-5.4409257854	Lelant Saltings	RLY	LELANTS	Lelant Saltings Rail Station	
9100LENHAM	LEN	51.2344861041	0.7077591192	Lenham	RLY	LENHAM	Lenham Rail Station	
9100LENZIE	LNZ	55.9213182978	-4.1538904338	Lenzie	RLY	LENZIE	Lenzie Rail Station	
9100LEOMNST	LEO	52.2256819071	-2.7303410631	Leominster	RLY	LEOMNST	Leominster Rail Station	
9400ZZSYLEP		53.4102578954	-1.5042199942	Leppings Lane (Sheffield Supertram)	MET		Leppings Lane (Sheffield Supertram)	
9100LTCE	LET	51.9799640022	-0.2292640819	Letchworth	RLY	LTCE	Letchworth Rail Station	
9100LEUCHRS	LEU	56.3751026312	-2.8937130495	Leuchars	RLY	LEUCHRS	Leuchars Rail Station	
9100LVHM	LVM	53.4441628816	-2.1926696559	Levenshulme	RLY	LVHM	Levenshulme Rail Station	
		54.3082776	-0.7443884	Levisham	TP4	PICKLEV	Levisham Rail Station	12709957
9400ZZNYLEV		54.3079509848	-0.7441921901	Levisham (North Yorkshire Moorsway)	MET		Levisham (North Yorkshire Moors Railway)	
9100LEWES	LWS	50.8706320242	0.0113306001	Lewes	RLY	LEWES	Lewes Rail Station	
9100LEWISHM	LEW	51.4656917407	-0.0140243397	Lewisham	RLY	LEWISHM	Lewisham Rail Station	
9400ZZDLLEW		51.4646650629	-0.0128739696	Lewisham DLR	MET		Lewisham DLR Station	
9400ZZWDLEY		54.3082045801	-1.8207178603	Leyburn (Wensleydaleway)	MET		Leyburn (Wensleydale Railway)	
9400ZZBPLBN		53.8550113326	-3.0511668653	Leyburn Avenue (not in use) (Blackpool Tramway)	MET		Leyburn Avenue (not in use) (Blackpool Tramway)	
9100LEYLAND	LEY	53.6988544889	-2.6871450911	Leyland	RLY	LEYLAND	Leyland Rail Station	
9100LEYTNMR	LEM	51.5697253651	-0.008050551	Leyton Midland Road	RLY	LEYTNMR	Leyton Midland Road Rail Station	
9400ZZLULYN		51.5565892048	-0.0055229776	Leyton Underground	MET		Leyton Underground Station	
9100LYTNSHR	LER	51.5635544955	0.0084164757	Leytonstone High Road	RLY	LYTNSHR	Leytonstone High Road Rail Station	
9400ZZLULYS		51.5683243913	0.0081938024	Leytonstone Underground	MET		Leytonstone Underground Station	
		50.8109210809	-4.3526967561	Library, Holsworthy 	BCS	HOLSLIB	Library, Holsworthy 	
		52.3959238261	-0.7286136695	Library, Kettering 	BCS	PBROKET	Library, Kettering 	
9100LCHC	LIC	52.6801465573	-1.8254196863	Lichfield City	RLY	LCHC	Lichfield City Rail Station	
9100LCHTTVL	LTV	52.6868940318	-1.8002288887	Lichfield Trent Valley	RLY	LCHTTVL	Lichfield Trent Valley Rail Station	
9100LCHTTVH	LIF	52.6868940567	-1.8002436822	Lichfield Trent Valley High Level	RLY	LCHTTVH	Lichfield Trent Valley High Level Rail Station	
9100LDLNGTN	LID	52.0415364631	-0.558928319	Lidlington	RLY	LDLNGTN	Lidlington Rail Station	
		51.4901872	-0.2015001	Lillie Bridge Depot LUL	TPL	LILBDGE	Lillie Bridge Depot LUL	1658899140
9100LIMHSE	LHS	51.5125366934	-0.0398027845	Limehouse	RLY	LIMHSE	Limehouse Rail Station	
9400ZZDLLIM		51.5123929146	-0.0398089566	Limehouse DLR	MET		Limehouse DLR Station	
9100LINCLNC	LCN	53.2260871474	-0.5399218647	Lincoln Central	RLY	LINCLNC	Lincoln Central Rail Station	
9400ZZBPLDL		53.9136101814	-3.0236358585	Lindel Road (Blackpool Tramway)	MET		Lindel Road (Blackpool Tramway)	
9100LINGFLD	LFD	51.1764527729	-0.0071645465	Lingfield	RLY	LINGFLD	Lingfield Rail Station	
9400ZZBPLFD		53.9117152773	-3.0255533661	Lingfield Road (not in use) (Blackpool Tramway)	MET		Lingfield Road (not in use) (Blackpool Tramway)	
9100LGWOOD	LGD	52.622102067	1.4899446088	Lingwood	RLY	LGWOOD	Lingwood Rail Station	
9100LNLTHGW	LIN	55.9764523585	-3.5958521255	Linlithgow	RLY	LNLTHGW	Linlithgow Rail Station	
9100ZZTYLIN	ZZT	54.853553071	-2.488310882	Lintley	RLY	ZZTYLIN	Lintley Rail Station	
9400ZZTYLIN		54.8535172521	-2.4882792976	Lintley (South Tynedaleway)	MET		Lintley (South Tynedale Railway)	
9100LIPHOOK	LIP	51.0713162218	-0.8002284029	Liphook	RLY	LIPHOOK	Liphook Rail Station	
9100LISKARD	LSK	50.4468646139	-4.4695750449	Liskeard	RLY	LISKARD	Liskeard Rail Station	
9100LISS	LIS	51.0435710784	-0.8928670952	Liss	RLY	LISS	Liss Rail Station	
9100LTHH	LVT	51.5445788805	-3.1856017996	Lisvane & Thornhill	RLY	LTHH	Lisvane & Thornhill Rail Station	
9400ZZBPLBH		53.866064628	-3.0473228925	Little Bispham (Blackpool Tramway)	MET		Little Bispham (Blackpool Tramway)	
		52.8491765	-2.1853053	Little Bridgeford Junction	TPL	LBRDFJN	Little Bridgeford Junction	2297438668
9100LTLKMBL	LTK	51.7522318177	-0.8084523362	Little Kimble	RLY	LTLKMBL	Little Kimble Rail Station	
9100LTLSUTN	LTT	53.2855148599	-2.9432923872	Little Sutton	RLY	LTLSUTN	Little Sutton Rail Station	
9100LITLBRO	LTL	53.6429952386	-2.0946513537	Littleborough	RLY	LITLBRO	Littleborough Rail Station	
9100LTLHMPT	LIT	50.8101088967	-0.5459947447	Littlehampton	RLY	LTLHMPT	Littlehampton Rail Station	
		50.8240141	-0.5664202	Littlehampton Junction	TPL	LTLHMJN	Littlehampton Junction	2439053065
9100LHVN	LVN	51.0797512331	-0.3079804586	Littlehaven	RLY	LHVN	Littlehaven Rail Station	
9100LTLPORT	LTP	52.4623805239	0.3165593238	Littleport	RLY	LTLPORT	Littleport Rail Station	
9100LVRPLCH	LVC	53.4045997555	-2.9791681092	Liverpool Central	RLY	LVRPLCH	Liverpool Central Rail Station	
9100LVRPLCL	LVC	53.4045998788	-2.9791530701	Liverpool Central Loop Line	RLY	LVRPLCL	Liverpool Central Loop Line	
9100JAMESST	LVJ	53.4047638347	-2.9919576404	Liverpool James Street	RLY	JAMESST	Liverpool James Street Rail Station	
9300LID		53.4062339702	-2.9989114483	Liverpool Landing Stage	FER	LVRPLSG	Liverpool Landing Stage	
9100LVRPLSH	LIV	53.4073082527	-2.9777260282	Liverpool Lime Street	RLY	LVRPLSH	Liverpool Lime Street Rail Station	
9100LVRPLSL	LVL	53.4082069761	-2.9777466427	Liverpool Lime Street Low Level	RLY	LVRPLSL	Liverpool Lime Street Low Level Rail Station	
9100ALERTN	LPY	53.3577440907	-2.8891277651	Liverpool South Parkway	RLY	ALERTN	Liverpool South Parkway Rail Station	
9100LVRPSPY	LPY	53.3577439788	-2.8891427882	Liverpool South Parkway	RLY	LVRPSPY	Liverpool South Parkway Rail Station	
9400ZZLULVT		51.5173722694	-0.08318156	Liverpool Street Underground	MET		Liverpool Street Underground Station	
9100LVNSTNN	LSN	55.9013836374	-3.5443508517	Livingston North	RLY	LVNSTNN	Livingston North Rail Station	
9100LVNSTNS	LVG	55.8716930078	-3.5015691465	Livingston South	RLY	LVNSTNS	Livingston South Rail Station	
9100LNAB	LLA	52.7415030037	-4.0771757379	Llanaber	RLY	LNAB	Llanaber Rail Station	
9400ZZVRLLB		52.4061934487	-4.0619994715	Llanbadarn (Vale of Rheidolway)	MET		Llanbadarn (Vale of Rheidol Railway)	
9100LBDR	LBR	52.8208509477	-4.1101974121	Llanbedr	RLY	LBDR	Llanbedr Rail Station	
9400ZZSMLLB		53.1158169953	-4.1196883271	Llanberis (Snowdon Mountainway)	MET		Llanberis (Snowdon Mountain Railway)	
9100LLBSTRD	LLT	52.3364250789	-3.2134207594	Llanbister Road	RLY	LLBSTRD	Llanbister Road Rail Station	
9100LLBRDCH	LNB	51.603255916	-3.2330475783	Llanbradach	RLY	LLBRDCH	Llanbradach Rail Station	
9100LLANDAF	LLN	51.5084384731	-3.2286122988	Llandaf	RLY	LLANDAF	Llandaf Rail Station	
9100LNDW	LDN	52.83616179	-4.1238566978	Llandanwg	RLY	LNDW	Llandanwg Rail Station	
9100LNDC	LLC	52.9206848393	-4.0570346764	Llandecwyn	RLY	LNDC	Llandecwyn Rail Station	
9100LLDEILO	LLL	51.8853443376	-3.9868898038	Llandeilo	RLY	LLDEILO	Llandeilo Rail Station	
9100LLDVERY	LLV	51.9953124643	-3.8028288559	Llandovery	RLY	LLDVERY	Llandovery Rail Station	
9100LLDODW	LLO	52.2423596639	-3.3791379482	Llandrindod	RLY	LLDODW	Llandrindod Rail Station	
9100LUDO	LLD	53.3209164662	-3.8270011702	Llandudno	RLY	LUDO	Llandudno Rail Station	
9100LANDUDJ	LLJ	53.2839438396	-3.8091018485	Llandudno Junction	RLY	LANDUDJ	Llandudno Junction Rail Station	
9100LLDYBIE	LLI	51.8210354673	-4.0036472674	Llandybie	RLY	LLDYBIE	Llandybie Rail Station	
9100LLNLLI	LLE	51.6738666745	-4.1613034886	Llanelli	RLY	LLNLLI	Llanelli Rail Station	
		51.6726769	-4.1530577	Llanelli Dock Junction East	TPL	LLNLDJE	Llanelli Dock Junction East	3726863368
9400ZZWLLFC		52.651582596	-3.322873458	Llanfair Caereinion (W & LLR)	MET		Llanfair Caereinion Station (W & LLR)	
9100LANFRFC	LLF	53.2572873257	-3.9832025983	Llanfairfechan	RLY	LANFRFC	Llanfairfechan Rail Station	
9100LFPW	LPG	53.220945048	-4.2092153402	Llanfairpwll	RLY	LFPW	Llanfairpwll Rail Station	
9100LLGADOG	LLG	51.9402130489	-3.8931470265	Llangadog	RLY	LLGADOG	Llangadog Rail Station	
9100LLGMMRW	LLM	52.1142984085	-3.5548165737	Llangammarch	RLY	LLGMMRW	Llangammarch Rail Station	
9100LLGNNCH	LLH	51.6911361571	-4.078929386	Llangennech	RLY	LLGNNCH	Llangennech Rail Station	
9400ZZLLLAN		52.9715217087	-3.1712748637	Llangollen (Llangollenway)	MET		Llangollen (Llangollen Railway)	
9400ZZBLLGW		52.8754749641	-3.6313162171	Llangower (Bala Lakeway)	MET		Llangower (Bala Lake Railway)	
9100LLGUNLO	LGO	52.3496251397	-3.1613691978	Llangynllo	RLY	LLGUNLO	Llangynllo Rail Station	
9100LLHARAN	LLR	51.5375857396	-3.4407782786	Llanharan	RLY	LLHARAN	Llanharan Rail Station	
9100LLHLETH	LTH	51.7003009249	-3.1351875865	Llanhilleth	RLY	LLHLETH	Llanhilleth Rail Station	
9100LLISHEN	LLS	51.532746226	-3.1819783348	Llanishen	RLY	LLISHEN	Llanishen Rail Station	
9100LNRWST	LWR	53.1388502678	-3.7944010442	Llanrwst	RLY	LNRWST	Llanrwst Rail Station	
9100LLNSMLT	LAS	51.6615025969	-3.8846852296	Llansamlet	RLY	LLNSMLT	Llansamlet Rail Station	
9100LLNWTMR	LWM	51.4097477583	-3.4816171779	Llantwit Major	RLY	LLNWTMR	Llantwit Major Rail Station	
9400ZZBLLWC		52.8561031649	-3.6641714692	Llanuwchllyn (Bala Lakeway)	MET		Llanuwchllyn (Bala Lake Railway)	
9100LLWRDA	LNR	51.962586735	-3.8716738639	Llanwrda	RLY	LLWRDA	Llanwrda Rail Station	
9100LLWRTYW	LNW	52.1047108932	-3.6321633505	Llanwrtyd	RLY	LLWRTYW	Llanwrtyd Rail Station	
9400ZZCRLOY		51.364277583	-0.0807749024	Lloyd Park Tram Stop	MET		Lloyd Park Tram Stop	
9100LYNGRIL	LLW	52.6667814721	-4.0876789584	Llwyngwril	RLY	LYNGRIL	Llwyngwril Rail Station	
9100LLWYNYP	LLY	51.6340025647	-3.4535134456	Llwynypia	RLY	LLWYNYP	Llwynypia Rail Station	
9100LOCHAWE	LHA	56.4020160981	-5.0419753718	Loch Awe	RLY	LOCHAWE	Loch Awe Rail Station	
9100LCEILOB	LHE	56.855267768	-5.1915765245	Loch Eil Outward Bound	RLY	LCEILOB	Loch Eil Outward Bound Rail Station	
9100LCHALRT	LCL	56.8809634099	-5.6633949457	Lochailort	RLY	LCHALRT	Lochailort Rail Station	
9300LBS		57.1522030385	-7.3039698156	Lochboisdale	FER	LCHBSDL	Lochboisdale	
9100LCHESDE	LCS	56.8554069366	-5.2900364531	Locheilside	RLY	LCHESDE	Locheilside Rail Station	
9100LCHGLLY	LCG	56.1353296449	-3.312939734	Lochgelly	RLY	LCHGLLY	Lochgelly Rail Station	
9100LCHLCHR	LCC	57.6217569032	-4.8090488008	Lochluichart	RLY	LCHLCHR	Lochluichart Rail Station	
9100LCHWNCH	LHW	55.7871559592	-4.6160752721	Lochwinnoch	RLY	LCHWNCH	Lochwinnoch Rail Station	
9100LCKRBIE	LOC	55.1230531292	-3.3535328153	Lockerbie	RLY	LCKRBIE	Lockerbie Rail Station	
9100LKWD	LCK	53.6347332399	-1.8007907423	Lockwood	RLY	LKWD	Lockwood Rail Station	
9400ZZWMLR		52.5186655412	-1.999735342	Lodge Road-West Bromwich Town Hall (Metro Stop)	MET		Lodge Road-West Bromwich Town Hall (Metro Stop)	
9100BLFR	BFR	51.5118097294	-0.1033319919	London Blackfriars	RLY	BLFR	London Blackfriars Rail Station	
9100LNDNBDC	LBG	51.5050190405	-0.0860920048	London Bridge	RLY	LNDNBDC	London Bridge Rail Station	
9100LNDNBDE	LBG	51.5051089049	-0.0860882393	London Bridge	RLY	LNDNBDE	London Bridge Rail Station	
9400ZZLULNB		51.5057208418	-0.0888725001	London Bridge Underground	MET		London Bridge Underground Station	
9100CANONST	CST	51.5113823215	-0.090292899	London Cannon Street	RLY	CANONST	London Cannon Street Rail Station	
9100CHRX	CHX	51.5080273938	-0.1248021087	London Charing Cross	RLY	CHRX	London Charing Cross Rail Station	
9400ZZDLLCA		51.5034155217	0.0487393976	London City Airport DLR	MET		London City Airport DLR Station	
9100EUSTON	EUS	51.5281362444	-0.1339235556	London Euston	RLY	EUSTON	London Euston Rail Station	
9100FENCHRS	FST	51.5116458345	-0.0788966873	London Fenchurch Street	RLY	FENCHRS	London Fenchurch Street Rail Station	
9100LONFLDS	LOF	51.5411529817	-0.057753292	London Fields	RLY	LONFLDS	London Fields Rail Station	
9100KNGX	KGX	51.5308833389	-0.1229259115	London Kings Cross	RLY	KNGX	London Kings Cross Rail Station	
9100KNSXMCL		51.5306620788	-0.1203398493	London Kings Cross Thameslink	RLY		London Kings Cross Thameslink Rail Station	
9100LIVST	LST	51.5179910298	-0.0814259439	London Liverpool Street	RLY	LIVST	London Liverpool Street Rail Station	
9400ZZLUCST1	ZZLUCST1	51.8796088041	-0.3772180703	London Luton Airport	GAT	LUTNAIR	London Luton Airport	
9100MARYLBN	MYB	51.5225238825	-0.1629108268	London Marylebone	RLY	MARYLBN	London Marylebone Rail Station	
9100PADTON	PAD	51.5159955029	-0.1761738992	London Paddington	RLY	PADTON	London Paddington Rail Station	
9100BRGHLRD	LRB	50.8366629211	-0.1365022651	London Road (Brighton)	RLY	BRGHLRD	London Road (Brighton) Rail Station	
9100LRDGFD	LRD	51.2406497101	-0.5650688944	London Road (Guildford)	RLY	LRDGFD	London Road (Guildford) Rail Station	
9400ZZLUCTN	ZZLUCTN	50.8361562076	-0.1363094132	London Road Brighton-Ditchling Rise	BCQ	BRGHBUS	London Road Brighton-Ditchling Rise	
9100STPADOM	STP	51.5325135782	-0.1264633895	London St Pancras International	RLY	STPADOM	London St Pancras International Rail Station	
9100STPX	STP	51.5323902832	-0.1271893573	London St Pancras International	RLY	STPX	London St Pancras International Rail Station	
9100STPXBOX	SPL	51.5321679183	-0.1273426639	London St Pancras International LLRail	RLY	STPXBOX	London St Pancras International LLRail Station	
9400ZZLUCTN3	ZZLUCTN3	51.8905767089	0.2604356665	London Stansted Airport	GAT	STANBUS	London Stansted Airport	
9400ZZBPPRT		53.9226395564	-3.0113548711	London Street (Blackpool Tramway)	MET		London Street (Blackpool Tramway)	
9100VICTRIC	VIC	51.4952574979	-0.144558729	London Victoria	RLY	VICTRIC	London Victoria Rail Station	
9100VICTRIE	VIC	51.4952572701	-0.1445443319	London Victoria	RLY	VICTRIE	London Victoria Rail Station	
9100WATRLMN	WAT	51.5032986135	-0.1131088672	London Waterloo	RLY	WATRLMN	London Waterloo Rail Station	
9100WLOE	WAE	51.5040760904	-0.108898084	London Waterloo East	RLY	WLOE	London Waterloo East Rail Station	
9100LNGBKBY	LBK	52.294716203	-1.0864667632	Long Buckby	RLY	LNGBKBY	Long Buckby Rail Station	
		51.4939024	-3.1424198	Long Dyke Junction	TPL	LNGDYKJ	Long Dyke Junction	1334403174
9100LNGEATN	LGE	52.8849877257	-1.2875205008	Long Eaton	RLY	LNGEATN	Long Eaton Rail Station	
9100LPRESTN	LPR	54.0168372887	-2.255591971	Long Preston	RLY	LPRESTN	Long Preston Rail Station	
9100LONGBCK	LGK	54.5892180728	-1.0304728591	Longbeck	RLY	LONGBCK	Longbeck Rail Station	
9400ZZTWLBT		55.0088012416	-1.5915655424	Longbenton (Tyne and Wear Metro)	MET		Longbenton (Tyne and Wear Metro Station)	
9100LONB	LOB	52.3964181941	-1.9812915307	Longbridge	RLY	LONB	Longbridge Rail Station	
9100LNGCROS	LNG	51.3851728383	-0.5945699258	Longcross	RLY	LNGCROS	Longcross Rail Station	
